Samples,Xpos,Ypos,Pow,NebMode
92,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
93,4.056693455409404,0.44297638627927505,-1.191644943495195,0
94,4.072040087496401,0.448070561035081,-1.1967658677864073,0
95,4.087386719583396,0.45316473579088523,-1.201886792077616,0
96,4.097617807641393,0.4582589105466912,-1.1967658677864073,0
97,4.097617807641393,0.4633530853024954,-1.191644943495195,0
98,4.0925022636123956,0.4582589105466912,-1.191644943495195,0
99,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
100,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
101,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
102,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
103,4.0925022636123956,0.4633530853024954,-1.1865240192039863,0
104,4.0925022636123956,0.4582589105466912,-1.191644943495195,0
105,4.066924543467401,0.48882395908152354,-1.1557984734567235,0
106,4.061808999438403,0.49391813383732774,-1.150677549165513,0
107,4.087386719583396,0.4633530853024954,-1.1865240192039863,0
108,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
109,4.0925022636123956,0.4582589105466912,-1.191644943495195,0
110,4.072040087496401,0.48882395908152354,-1.160919397747934,0
111,4.0925022636123956,0.4582589105466912,-1.191644943495195,0
112,4.097617807641393,0.4582589105466912,-1.1967658677864073,0
113,4.0925022636123956,0.4582589105466912,-1.1865240192039863,0
114,4.0771556315254,0.48372978432571756,-1.160919397747934,0
115,4.0925022636123956,0.4633530853024954,-1.191644943495195,0
116,4.0925022636123956,0.4633530853024954,-1.191644943495195,0
117,4.082271175554396,0.4735414348141056,-1.171161246330355,0
118,4.087386719583396,0.4684472600583014,-1.1814030949127758,0
119,4.0925022636123956,0.4582589105466912,-1.191644943495195,0
120,4.0925022636123956,0.4582589105466912,-1.1967658677864073,0
121,4.082271175554396,0.448070561035081,-1.1967658677864073,0
122,4.097617807641393,0.45316473579088523,-1.1967658677864073,0
123,4.0925022636123956,0.4582589105466912,-1.1967658677864073,0
124,4.072040087496401,0.448070561035081,-1.1967658677864073,0
125,4.061808999438403,0.44297638627927505,-1.191644943495195,0
126,4.041346823322407,0.44297638627927505,-1.191644943495195,0
127,4.056693455409404,0.448070561035081,-1.1967658677864073,0
128,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
129,4.051577911380406,0.44297638627927505,-1.1967658677864073,0
130,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
131,4.066924543467401,0.448070561035081,-1.1967658677864073,0
132,4.061808999438403,0.448070561035081,-1.1967658677864073,0
133,4.061808999438403,0.448070561035081,-1.1967658677864073,0
134,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
135,4.061808999438403,0.448070561035081,-1.1967658677864073,0
136,4.066924543467401,0.44297638627927505,-1.1967658677864073,0
137,4.066924543467401,0.448070561035081,-1.1967658677864073,0
138,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
139,4.066924543467401,0.448070561035081,-1.1967658677864073,0
140,4.072040087496401,0.448070561035081,-1.1967658677864073,0
141,4.066924543467401,0.448070561035081,-1.1967658677864073,0
142,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
143,4.061808999438403,0.44297638627927505,-1.1967658677864073,0
144,4.072040087496401,0.448070561035081,-1.1967658677864073,0
145,4.0771556315254,0.448070561035081,-1.1967658677864073,0
146,4.0771556315254,0.448070561035081,-1.1967658677864073,0
147,4.0771556315254,0.448070561035081,-1.1967658677864073,0
148,4.082271175554396,0.448070561035081,-1.1967658677864073,0
149,4.0771556315254,0.448070561035081,-1.1967658677864073,0
150,4.082271175554396,0.448070561035081,-1.201886792077616,0
151,4.0771556315254,0.448070561035081,-1.1967658677864073,0
152,4.0771556315254,0.448070561035081,-1.1967658677864073,0
153,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
154,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
155,4.082271175554396,0.448070561035081,-1.1967658677864073,0
156,4.082271175554396,0.448070561035081,-1.1967658677864073,0
157,4.0771556315254,0.448070561035081,-1.1967658677864073,0
158,4.082271175554396,0.448070561035081,-1.1967658677864073,0
159,4.0771556315254,0.448070561035081,-1.1967658677864073,0
160,4.0771556315254,0.448070561035081,-1.1967658677864073,0
161,4.072040087496401,0.448070561035081,-1.1967658677864073,0
162,4.072040087496401,0.448070561035081,-1.1967658677864073,0
163,4.0771556315254,0.448070561035081,-1.1967658677864073,0
164,4.072040087496401,0.448070561035081,-1.1967658677864073,0
165,4.072040087496401,0.448070561035081,-1.1967658677864073,0
166,4.0771556315254,0.448070561035081,-1.1967658677864073,0
